Duracion,Probabilidad
624,0.00109437
625,0.0010914
626,0.00108833
627,0.00108516
628,0.00108187
629,0.00107848
630,0.00107498
631,0.00107138
632,0.00106768
633,0.00106388
634,0.00105998
635,0.00105598
636,0.00105188
637,0.00104769
638,0.0010434
639,0.00103903
640,0.00103456
641,0.00103
642,0.00102535
643,0.00102062
644,0.0010158
645,0.00101091
646,0.00100592
647,0.00100086
648,0.000995725
649,0.000990511
650,0.000985222
651,0.000979861
652,0.000974428
653,0.000968926
654,0.000963358
655,0.000957723
656,0.000952025
657,0.000946265
658,0.000940445
659,0.000934567
660,0.000928633
661,0.000922644
662,0.000916603
663,0.000910511
664,0.000904371
665,0.000898183
666,0.000891951
667,0.000885675
668,0.000879359
669,0.000873003
670,0.000866609
671,0.00086018
672,0.000853718
673,0.000847223
674,0.000840699
675,0.000834147
676,0.000827569
677,0.000820966
678,0.000814341
679,0.000807696
680,0.000801032
681,0.00079435
682,0.000787654
683,0.000780944
684,0.000774223
685,0.000767492
686,0.000760753
687,0.000754008
688,0.000747258
689,0.000740505
690,0.000733751
691,0.000726997
692,0.000720246
693,0.000713498
694,0.000706756
695,0.000700021
696,0.000693294
697,0.000686577
698,0.000679872
699,0.00067318
700,0.000666503
701,0.000659842
702,0.000653198
703,0.000646573
704,0.000639968
705,0.000633385
706,0.000626825
707,0.00062029
708,0.000613779
709,0.000607296
710,0.000600841
711,0.000594415
712,0.000588019
713,0.000581655
714,0.000575324
715,0.000569026
716,0.000562764
717,0.000556537
718,0.000550347
719,0.000544195
720,0.000538082
